canonical_name,developer,operator,status_current,status_current_date,state,city,lat,long,capacity_mw,capacity_mw_source_confidence,source_url
CyrusOne SAT1,CyrusOne,CyrusOne,operational,,TX,San Antonio,29.42412,-98.49363,20,medium,https://www.cyrusone.com/data-centers/north-america/san-antonio-texas-sat1
CyrusOne SAT2-SAT4,CyrusOne,CyrusOne,operational,,TX,San Antonio,29.42412,-98.49363,,none,https://www.cyrusone.com/data-centers/north-america/san-antonio-sat2-sat4
CyrusOne SAT5-SAT6,CyrusOne,CyrusOne,operational,,TX,San Antonio,29.42412,-98.49363,18,medium,https://www.cyrusone.com/data-centers/north-america/san-antonio-sat5-sat6
CyrusOne SCV1,CyrusOne,CyrusOne,operational,,CA,Santa Clara,37.23249,-121.69627,67.5,high,https://cloudscene.global.ssl.fastly.net/facility-pdf/10910-1596089140.pdf
CyrusOne Yorkville Bldg 1,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 2,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 3,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 4,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 5,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 6,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 7,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 8,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
CyrusOne Yorkville Bldg 9,CyrusOne,CyrusOne,approved,2024-07-20,IL,Yorkville,41.64114,-88.44729,,none,https://www.shawlocal.com/kendall-county-now/2024/07/15/yorkville-city-council-approves-plan-for-228-acre-data-center-campus/
Data Center - 0 Social Circle Parkway,Sailfish Investors Acquisitions LLC,Sailfish Investors Acquisitions LLC,permitting,2024-11-20,GA,Social Circle,33.65623,-83.71823,,none,https://www.datacenterdynamics.com/en/news/17-million-sq-ft-data-center-proposed-outside-atlanta-georgia/
DataBank 10300 6th Ave,DataBank,DataBank,operational,2021-01-01,MN,Plymouth,45.01052,-93.45551,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank 111 Market Pl,DataBank,DataBank,operational,2021-01-01,MD,Baltimore,38.48484,-75.82466,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank ATL1,DataBank,DataBank,operational,2001-01-01,GA,Atlanta,33.749,-84.38798,,none,https://www.databank.com/landing-page/our-locations/
DataBank ATL2,DataBank,DataBank,operational,2017-01-01,GA,Atlanta,33.749,-84.38798,,none,https://www.databank.com/landing-page/our-locations/
DataBank ATL3,DataBank,DataBank,operational,2019-01-01,GA,Atlanta,33.749,-84.38798,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank ATL4,DataBank,DataBank,under_construction,2024-01-01,GA,Atlanta,33.749,-84.38798,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank AUS1,DataBank,DataBank,operational,2021-01-01,TX,Austin,29.88702,-96.27791,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank BNA1,DataBank,DataBank,operational,2021-01-01,TN,Nashville,36.16589,-86.78444,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank BOS1,DataBank,DataBank,operational,2021-01-01,MA,Boston,42.35843,-71.05977,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank BWI1,DataBank,DataBank,operational,2017-01-01,MD,Baltimore,38.48484,-75.82466,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank CIN1,DataBank,DataBank,announced,2024-01-01,OH,Cincinnati,39.12711,-84.51439,,none,https://www.datacentermap.com/c/databank/
DataBank CLE1,DataBank,DataBank,operational,2017-01-01,OH,Cleveland,41.4995,-81.69541,,none,https://www.datacentermap.com/c/databank/
DataBank COL1,DataBank,DataBank,operational,2021-01-01,OH,Columbus,39.96118,-82.99879,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank Culpeper,DataBank,DataBank,under_construction,2024-10-01,VA,Culpeper,38.48606,-77.95589,,none,https://baxtel.com/data-centers/databank
DataBank DEN1,DataBank,DataBank,operational,2017-01-01,CO,Englewood,39.64777,-104.98776,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank DEN2,DataBank,DataBank,operational,2019-01-01,CO,Centennial,39.57916,-104.87692,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank DEN3,DataBank,DataBank,operational,2021-01-01,CO,Denver,39.76204,-104.87635,,none,https://www.databank.com/landing-page/our-locations/
DataBank DEN4,DataBank,DataBank,operational,2021-01-01,CO,Westminster,39.83665,-105.0372,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank DFW1,DataBank,DataBank,operational,2005-01-01,TX,Dallas,32.76663,-96.77787,,none,https://www.databank.com/landing-page/our-locations/
DataBank DFW10,DataBank,DataBank,under_construction,2024-01-01,TX,Red Oak,32.51764,-96.80444,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank DFW11,DataBank,DataBank,under_construction,2024-01-01,TX,Red Oak,32.51764,-96.80444,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank DFW2,DataBank,DataBank,operational,2017-01-01,TX,Richardson,32.94818,-96.72972,,none,https://www.databank.com/landing-page/our-locations/
DataBank DFW3,DataBank,DataBank,operational,2019-01-01,TX,Plano,33.01984,-96.69889,,none,https://www.databank.com/landing-page/our-locations/
DataBank DFW5,DataBank,DataBank,announced,2024-01-01,TX,Dallas,32.76663,-96.77787,,none,https://www.datacentermap.com/c/databank/
DataBank DFW6,DataBank,DataBank,announced,2024-01-01,TX,Dallas,32.76663,-96.77787,,none,https://www.datacentermap.com/c/databank/
DataBank EWR1 (Newark),DataBank,DataBank,operational,2021-01-01,NJ,Newark,40.73566,-74.17237,,none,https://www.datacentermap.com/c/databank/
DataBank EWR2 (Piscataway),DataBank,DataBank,operational,2021-01-01,NJ,Piscataway,40.49927,-74.39904,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank HOU2,DataBank,DataBank,operational,2019-01-01,TX,Houston,31.31773,-95.42268,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank HOU3,DataBank,DataBank,operational,2021-01-01,TX,Houston,31.31773,-95.42268,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank HOU5,DataBank,DataBank,operational,2019-01-01,TX,Houston,31.31773,-95.42268,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank IAD1,DataBank,DataBank,operational,2021-01-01,VA,Ashburn,39.04372,-77.48749,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank IND1,DataBank,DataBank,operational,2017-01-01,IN,Indianapolis,39.76838,-86.15804,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank IND2,DataBank,DataBank,operational,2019-01-01,IN,Indianapolis,39.76838,-86.15804,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank JAX1,DataBank,DataBank,operational,2021-01-01,FL,Jacksonville,30.33218,-81.65565,,none,https://www.datacentermap.com/c/databank/
DataBank LAS1,DataBank,DataBank,operational,2021-01-01,NV,Las Vegas,36.17497,-115.13722,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank LAX1 (707 Wilshire),DataBank,DataBank,operational,2021-01-01,CA,Los Angeles,34.19801,-118.26102,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank LAX2 (Vernon),DataBank,DataBank,under_construction,2024-01-01,CA,Vernon,34.0039,-118.23007,,none,https://www.datacentermap.com/c/databank/
DataBank LGA1 (Orangeburg),DataBank,DataBank,operational,2021-01-01,NY,Orangeburg,41.04649,-73.94958,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank LGA2 (60 Hudson),DataBank,DataBank,operational,2021-01-01,NY,New York,40.77427,-73.96981,,none,https://www.datacentermap.com/c/databank/
DataBank LGA3 (111 8th Ave),DataBank,DataBank,operational,2021-01-01,NY,New York,40.77427,-73.96981,,none,https://www.datacentermap.com/c/databank/
DataBank MCI1,DataBank,DataBank,operational,2017-01-01,KS,Lenexa,38.95362,-94.73357,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank MCI2,DataBank,DataBank,operational,2017-01-01,KS,Overland Park,38.98223,-94.67079,,none,https://www.databank.com/landing-page/our-locations/
DataBank MCI3,DataBank,DataBank,operational,2021-01-01,KS,Lenexa,38.95362,-94.73357,,none,https://www.datacentermap.com/c/databank/
DataBank MEM1,DataBank,DataBank,operational,2021-01-01,TN,Memphis,35.14953,-90.04898,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank MIA1,DataBank,DataBank,operational,2021-01-01,FL,Miami,25.77427,-80.19366,,none,https://www.datacentermap.com/c/databank/
DataBank MSP1,DataBank,DataBank,operational,2017-01-01,MN,Edina,44.88969,-93.34995,,none,https://www.databank.com/landing-page/our-locations/
DataBank MSP2,DataBank,DataBank,operational,2017-01-01,MN,Eagan,44.80413,-93.16689,,none,https://www.databank.com/landing-page/our-locations/
DataBank MSP3,DataBank,DataBank,operational,2021-01-01,MN,Brooklyn Park,45.09413,-93.35634,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank MSP4,DataBank,DataBank,operational,2021-01-01,MN,Minneapolis,44.97997,-93.26384,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank ORD3,DataBank,DataBank,operational,2019-01-01,IL,Mount Prospect,42.06642,-87.93729,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank ORD4,DataBank,DataBank,operational,2017-01-01,IL,Oak Brook,41.83281,-87.92895,,none,https://www.databank.com/landing-page/our-locations/
DataBank PHL1,DataBank,DataBank,operational,2021-01-01,PA,Philadelphia,40.00764,-75.13396,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank PHX1,DataBank,DataBank,operational,2021-01-01,AZ,Phoenix,33.44838,-112.07404,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank PHX2,DataBank,DataBank,operational,2021-01-01,AZ,Phoenix,33.44838,-112.07404,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank PIT1,DataBank,DataBank,operational,2017-01-01,PA,Pittsburgh,40.44062,-79.99589,,none,https://www.databank.com/landing-page/our-locations/
DataBank PIT2,DataBank,DataBank,operational,2021-01-01,PA,Pittsburgh,40.44062,-79.99589,,none,https://www.datacentermap.com/c/databank/
DataBank SAN1,DataBank,DataBank,operational,2021-01-01,CA,San Diego,33.0282,-116.77021,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank SEA1,DataBank,DataBank,operational,2021-01-01,WA,Seattle,47.60621,-122.33207,,none,https://www.datacentermap.com/c/databank/
DataBank SEA2,DataBank,DataBank,operational,2021-01-01,WA,Tukwila,47.47399,-122.26096,,none,https://www.datacenters.com/providers/databank/data-center-locations
DataBank SEA3,DataBank,DataBank,operational,2021-01-01,WA,Tukwila,47.47399,-122.26096,,none,https://www.datacentermap.com/c/databank/
DataBank SJC1,DataBank,DataBank,operational,2021-01-01,CA,Santa Clara,37.23249,-121.69627,,none,https://www.datacentermap.com/c/databank/
DataBank SLC1,DataBank,DataBank,operational,2017-01-01,UT,Salt Lake City,40.76078,-111.89105,,none,https://www.databank.com/landing-page/our-locations/
DataBank SLC2,DataBank,DataBank,operational,2017-01-01,UT,Bluffdale,40.48967,-111.93882,,none,https://www.databank.com/landing-page/our-locations/
DataBank SLC3,DataBank,DataBank,operational,2021-01-01,UT,Bluffdale,40.48967,-111.93882,,none,https://www.datacentermap.com/c/databank/
DataBank SLC5,DataBank,DataBank,operational,2021-01-01,UT,Bluffdale,40.48967,-111.93882,,none,https://www.databank.com/landing-page/our-locations/
DataBank SNA1 (Irvine),DataBank,DataBank,operational,2021-01-01,CA,Irvine,33.66946,-117.82311,,none,https://www.datacentermap.com/c/databank/
DataBank Waco,DataBank,DataBank,announced,2024-01-01,TX,Waco,31.54933,-97.14667,,none,https://www.datacentermap.com/c/databank/
DC BLOX Atlanta East,DC BLOX,DC BLOX,under_construction,2024-09-01,GA,Conyers,33.66761,-84.01769,144,high,https://www.dcblox.com/data-centers/atlanta-data-centers/rockdale-county-ga-hyperscale-data-center-campus/
DC BLOX Atlanta West,DC BLOX,DC BLOX,under_construction,2025-08-01,GA,Lithia Springs,33.794,-84.66049,200,high,https://www.dcblox.com/data-centers/atlanta-data-centers/douglas-county-ga-hyperscale-data-center-campus/
DC BLOX Birmingham,DC BLOX,DC BLOX,operational,2024-03-01,AL,Birmingham,33.52066,-86.80249,40,medium,https://www.dcblox.com/data-centers/birmingham/
DC BLOX Chattanooga,DC BLOX,DC BLOX,operational,2021-01-01,TN,Chattanooga,35.04563,-85.30968,3,medium,https://www.dcblox.com/data-centers/chattanooga/
DC BLOX Greenville,DC BLOX,DC BLOX,operational,2022-01-01,SC,Greenville,34.51266,-79.8509,18,medium,https://www.dcblox.com/data-centers/greenville/
DC BLOX High Point,DC BLOX,DC BLOX,announced,2024-11-01,NC,High Point,35.95569,-80.00532,,none,https://www.dcblox.com/data-center-map/
DC BLOX Huntsville,DC BLOX,DC BLOX,operational,2024-11-01,AL,Huntsville,34.7304,-86.58594,9,low,https://www.dcblox.com/data-centers/huntsville/
DC BLOX Montgomery,DC BLOX,DC BLOX,announced,2024-11-14,AL,Montgomery,33.56455,-86.01525,40,high,https://www.dcblox.com/dc-blox-4-southeast-hyperscale-edge-node-data-centers/
DC BLOX Myrtle Beach,DC BLOX,DC BLOX,operational,2023-01-01,SC,Myrtle Beach,33.68906,-78.88669,,none,https://www.dcblox.com/data-center-map/
DC BLOX North Augusta,DC BLOX,DC BLOX,announced,2024-11-14,SC,North Augusta,33.5018,-81.96512,5,high,https://www.dcblox.com/dc-blox-4-southeast-hyperscale-edge-node-data-centers/
DC BLOX Palm Coast,DC BLOX,DC BLOX,under_construction,2025-07-01,FL,Palm Coast,29.58497,-81.20784,,none,https://www.dcblox.com/data-center-map/
Deep Green Lansing,Deep Green,Deep Green,cancelled,2026-04-06,MI,Lansing,42.73253,-84.55553,24,medium,https://deepgreen.energy/
Deep Green Lansing DG06,Deep Green,Deep Green,cancelled,2026-04-06,MI,Lansing,42.73253,-84.55553,24,medium,https://www.wilx.com/2026/04/06/company-behind-downtown-lansing-data-center-project-withdraws-application-city-council-president-says/
Deltona Corp,Deltona Corp,Deltona Corp,announced,2024-03-25,FL,Lecanto,28.85165,-82.4876,,none,https://www.citruscountychronicle.com/news/deltona-corp-proposes-813-acre-data-center/article_4f33b2b6-e1b2-11ef-9a47-4f8e55a6e4b7.html
Deltona Corp Lecanto Data Center,Deltona Corp,,announced,2024-03-25,FL,Lecanto,28.85165,-82.4876,,none,https://www.citruscountychronicle.com/news/deltona-corp-proposes-813-acre-data-center/article_4f33b2b6-e1b2-11ef-9a47-4f8e55a6e4b7.html
Digital Power Optimization Wisconsin Rapids,Digital Power Optimization,Digital Power Optimization,under_construction,2025-01-24,WI,Wisconsin Rapids,44.38358,-89.81735,20,medium,https://www.sdxcentral.com/news/dpo-secures-land-and-power-supply-for-20mw-hpc-data-center-in-wisconsin/
Digital Realty Ashburn ACC2,Digital Realty,Digital Realty,operational,2017-12-31,VA,Ashburn,39.04372,-77.48749,,,https://www.datacenterknowledge.com/data-center-consolidation/dupont-fabros-sells-2nd-ashburn-campus-digital-realty-209m
Digital Realty Ashburn ACC3,Digital Realty,Digital Realty,operational,2006-01-01,VA,Ashburn,39.04372,-77.48749,,,https://www.energystar.gov/buildings/certified-data-centers
Digital Realty Ashburn ACC4,Digital Realty,Digital Realty,operational,2007-01-01,VA,Ashburn,39.04372,-77.48749,60,low,https://baxtel.com/data-center/digital-realty-loudoun-ashburn-campus
Digital Realty Ashburn ACC5,Digital Realty,Digital Realty,operational,2009-01-01,VA,Ashburn,39.04372,-77.48749,,,https://www.energystar.gov/buildings/certified-data-centers
Digital Realty Ashburn ACC6,Digital Realty,Digital Realty,operational,2011-01-01,VA,Ashburn,39.04372,-77.48749,,,https://www.energystar.gov/buildings/certified-data-centers
Digital Realty Ashburn ACC7,Digital Realty,Digital Realty,operational,2013-01-01,VA,Ashburn,39.04372,-77.48749,,,https://www.energystar.gov/buildings/certified-data-centers
Digital Realty Ashburn Campus Total,Digital Realty,Digital Realty,operational,2014-12-31,VA,Ashburn,39.04372,-77.48749,230,high,https://www.datacentermap.com/usa/virginia/ashburn/43881-devin-shafron-drive/
Digital Realty Ashburn IAD12,Digital Realty,Digital Realty,operational,2007-01-01,VA,Ashburn,39.04372,-77.48749,,,https://www.digitalrealty.com/data-centers/americas/northern-virginia
Digital Realty Ashburn IAD14,Digital Realty,Digital Realty,operational,2007-01-01,VA,Ashburn,39.04372,-77.48749,,,https://www.digitalrealty.com/data-centers/americas/northern-virginia
